Geneid	Chr	Start	End	Strand	Length	BC3R3
Gene_001803	Random_chr_003	735742	737409	-	1667	31
Gene_001804	Random_chr_003	737562	739005	-	1443	1970
Gene_001805	Random_chr_003	739353	740512	+	1159	302
Gene_001806	Random_chr_003	740514	741079	+	565	173
Gene_001807	Random_chr_003	741102	744462	-	3360	528
Gene_001808	Random_chr_003	744597	747167	-	2570	1124
Gene_001809	Random_chr_003	747233	747921	+	688	523
Gene_001810	Random_chr_003	748897	749738	+	841	6
Gene_001811	Random_chr_003	751542	751883	+	341	6771
Gene_001812	Random_chr_003	751937	754724	-	2787	3278
Gene_001813	Random_chr_003	754904	756406	-	1502	818
Gene_001814	Random_chr_003	756479	757199	+	720	966
Gene_001815	Random_chr_003	757229	757696	+	467	93
Gene_001816	Random_chr_003	757699	759181	-	1482	154
Gene_001817	Random_chr_003	760712	762375	+	1663	1497
Gene_001818	Random_chr_003	762431	763471	-	1040	1796
Gene_001819	Random_chr_003	764874	765627	-	753	793
Gene_001820	Random_chr_003	765832	766419	-	587	11677
Gene_001821	Random_chr_003	768397	769194	-	797	49
Gene_001822	Random_chr_003	769444	770344	+	900	435
Gene_001823	Random_chr_003	770872	771048	+	176	0
Gene_001824	Random_chr_003	771754	771903	+	149	2
Gene_001825	Random_chr_003	774038	775814	-	1776	664
Gene_001826	Random_chr_003	776068	777152	-	1084	407
Gene_001827	Random_chr_003	777774	779924	-	2150	18
Gene_001828	Random_chr_003	780621	782475	-	1854	74
Gene_001829	Random_chr_003	782683	787485	-	4802	1547
Gene_001830	Random_chr_003	787995	789704	+	1709	319
Gene_001831	Random_chr_003	789803	790354	-	551	121
Gene_001832	Random_chr_003	790514	790777	-	263	0
Gene_001833	Random_chr_003	792489	792776	+	287	258
Gene_001834	Random_chr_003	793197	794808	+	1611	1427
Gene_001835	Random_chr_003	795144	796557	-	1413	46
Gene_001836	Random_chr_003	796962	800511	-	3549	1172
Gene_001837	Random_chr_003	801127	801698	+	571	209
Gene_001838	Random_chr_003	801701	802894	+	1193	198
Gene_001839	Random_chr_003	804502	805663	+	1161	1560
Gene_001840	Random_chr_003	805998	809042	-	3044	531
Gene_001841	Random_chr_003	809207	810235	+	1028	1809
Gene_001842	Random_chr_003	810369	812434	+	2065	288
Gene_001843	Random_chr_003	812575	813498	+	923	240
Gene_001844	Random_chr_003	813500	815058	+	1558	574
Gene_001845	Random_chr_003	815344	817496	+	2152	1711
Gene_001846	Random_chr_003	817539	818944	-	1405	371
Gene_001847	Random_chr_003	820597	822076	-	1479	265
Gene_001848	Random_chr_003	822373	824160	+	1787	585
Gene_001849	Random_chr_003	824210	824876	-	666	185
Gene_001850	Random_chr_003	824879	825372	+	493	2008
Gene_001851	Random_chr_003	825756	826412	+	656	1046
Gene_001852	Random_chr_003	826434	829671	-	3237	2691
Gene_001853	Random_chr_003	829913	832615	-	2702	4019
Gene_001854	Random_chr_003	833539	838466	+	4927	3345
Gene_001855	Random_chr_003	839477	840939	-	1462	1847
Gene_001856	Random_chr_003	841123	842859	-	1736	465
Gene_001857	Random_chr_003	842861	843064	-	203	30
Gene_001858	Random_chr_003	843172	843245	+	73	0
Gene_001859	Random_chr_003	843716	843789	+	73	0
Gene_001860	Random_chr_003	843966	844039	+	73	0
Gene_001861	Random_chr_003	844152	846800	+	2648	93
Gene_001862	Random_chr_003	847066	847993	+	927	2
Gene_001863	Random_chr_003	849063	850170	+	1107	1
Gene_001864	Random_chr_003	850443	852485	+	2042	1
Gene_001865	Random_chr_003	853929	854522	+	593	0
Gene_001866	Random_chr_003	855000	860635	+	5635	26
Gene_001867	Random_chr_003	860926	861675	+	749	110.83
Gene_001868	Random_chr_003	862050	862123	-	73	0
Gene_001869	Random_chr_003	862383	863320	-	937	407
Gene_001870	Random_chr_003	863483	866465	-	2982	781
Gene_001871	Random_chr_003	866734	868924	+	2190	864
Gene_001872	Random_chr_003	869058	872488	-	3430	257
Gene_001873	Random_chr_003	872680	873237	+	557	657
Gene_001874	Random_chr_003	873348	873432	+	84	0
Gene_001875	Random_chr_003	874605	876496	-	1891	140
Gene_001876	Random_chr_003	877024	877782	-	758	24.25
Gene_001877	Random_chr_003	879553	880149	-	596	0
Gene_001878	Random_chr_003	881812	883362	-	1550	5
Gene_001879	Random_chr_003	883903	885929	+	2026	2683
Gene_001880	Random_chr_003	886038	887162	+	1124	0
Gene_001881	Random_chr_003	887283	888425	-	1142	1058
Gene_001882	Random_chr_003	889716	890390	+	674	485
Gene_001883	Random_chr_003	890485	891929	+	1444	3
Gene_001884	Random_chr_003	892355	893894	+	1539	1
Gene_001885	Random_chr_003	894117	895685	+	1568	2210
Gene_001886	Random_chr_003	895784	897588	+	1804	3192
Gene_001887	Random_chr_003	897743	898751	+	1008	1778
Gene_001888	Random_chr_003	898808	901045	+	2237	1735
Gene_001889	Random_chr_003	901210	901956	-	746	37
Gene_001890	Random_chr_003	902174	902990	-	816	820
Gene_001891	Random_chr_003	903057	903744	-	687	459
Gene_001892	Random_chr_003	904164	906842	-	2678	0
Gene_001893	Random_chr_003	908293	912192	+	3899	1588
Gene_001894	Random_chr_003	912821	915057	-	2236	269
Gene_001895	Random_chr_003	915181	916820	-	1639	1404
Gene_001896	Random_chr_003	917321	919132	+	1811	3732
Gene_001897	Random_chr_003	919338	920090	-	752	7265
Gene_001898	Random_chr_003	920563	922740	+	2177	117
Gene_001899	Random_chr_003	922864	923706	-	842	630
Gene_001900	Random_chr_003	924075	924145	+	70	0
Gene_001901	Random_chr_003	924670	926342	+	1672	1033
Gene_001902	Random_chr_003	926526	927320	+	794	1578
Gene_001903	Random_chr_003	927387	928274	-	887	487
Gene_001904	Random_chr_003	928276	929190	-	914	246
Gene_001905	Random_chr_003	929212	931413	+	2201	1064
Gene_001906	Random_chr_003	931700	933034	+	1334	1477
Gene_001907	Random_chr_003	933086	936829	-	3743	40
Gene_001908	Random_chr_003	936929	937727	-	798	0
Gene_001909	Random_chr_003	937784	939419	+	1635	21
Gene_001910	Random_chr_003	939545	941314	-	1769	1053
Gene_001911	Random_chr_003	941821	943785	+	1964	1493
Gene_001912	Random_chr_003	946871	947926	-	1055	197
Gene_001913	Random_chr_003	949465	951056	+	1591	110
Gene_001914	Random_chr_003	952230	953783	+	1553	539.67
Gene_001915	Random_chr_003	955004	956572	+	1568	5522.17
Gene_001916	Random_chr_003	956958	958506	+	1548	250
Gene_001917	Random_chr_003	958691	959858	+	1167	1388
Gene_001918	Random_chr_003	960028	960273	+	245	92
Gene_001919	Random_chr_003	960275	961783	+	1508	686
Gene_001920	Random_chr_003	961953	963824	+	1871	1478
Gene_001921	Random_chr_003	963862	965156	-	1294	486
Gene_001922	Random_chr_003	965686	966180	-	494	40485
Gene_001923	Random_chr_003	966623	968035	+	1412	47
Gene_001924	Random_chr_003	968113	970391	-	2278	26066.25
Gene_001925	Random_chr_003	970612	971226	-	614	44
Gene_001926	Random_chr_003	971614	972537	-	923	472
Gene_001927	Random_chr_003	972704	974971	-	2267	1401
Gene_001928	Random_chr_003	976300	978794	+	2494	672
Gene_001929	Random_chr_003	978860	979771	-	911	4
Gene_001930	Random_chr_003	980980	981766	-	786	1464
Gene_001931	Random_chr_003	982732	985461	+	2729	97
Gene_001932	Random_chr_003	985781	987647	+	1866	1
Gene_001933	Random_chr_003	987691	988337	+	646	1101
Gene_001934	Random_chr_003	988477	989295	-	818	238
Gene_001935	Random_chr_003	989418	989490	-	72	0
Gene_001936	Random_chr_003	990806	991717	+	911	320
Gene_001937	Random_chr_003	991980	994133	+	2153	485
Gene_001938	Random_chr_003	994135	997172	-	3037	2194
Gene_001939	Random_chr_003	997353	997520	-	167	0
Gene_001940	Random_chr_003	997913	999333	-	1420	59
Gene_001941	Random_chr_003	999467	999679	+	212	41
Gene_001942	Random_chr_003	1000046	1000276	-	230	305
Gene_001943	Random_chr_003	1001101	1001606	-	505	397
Gene_001944	Random_chr_003	1002855	1004615	+	1760	266
Gene_001945	Random_chr_003	1004797	1006248	+	1451	918
Gene_001946	Random_chr_003	1006275	1007211	-	936	71
Gene_001947	Random_chr_003	1009273	1011174	+	1901	432
Gene_001948	Random_chr_003	1011176	1011865	+	689	45
Gene_001949	Random_chr_003	1011935	1012823	-	888	532
Gene_001950	Random_chr_003	1013312	1014708	-	1396	8
Gene_001951	Random_chr_003	1014988	1017089	-	2101	1383
Gene_001952	Random_chr_003	1017219	1022622	-	5403	2451
Gene_001953	Random_chr_003	1022900	1024646	-	1746	5000
Gene_001954	Random_chr_003	1025015	1026407	-	1392	290
Gene_001955	Random_chr_003	1027344	1027834	+	490	892
Gene_001956	Random_chr_003	1028024	1029277	+	1253	1126
Gene_001957	Random_chr_003	1029370	1030598	-	1228	25
Gene_001958	Random_chr_003	1030896	1033440	+	2544	617
Gene_001959	Random_chr_003	1033442	1035597	+	2155	730
Gene_001960	Random_chr_003	1035715	1037030	+	1315	2532
Gene_001961	Random_chr_003	1037167	1038153	-	986	801
Gene_001962	Random_chr_003	1038496	1039143	+	647	4352
Gene_001963	Random_chr_003	1039229	1040061	+	832	38
Gene_001964	Random_chr_003	1040149	1041166	+	1017	767
Gene_001965	Random_chr_003	1041310	1041705	+	395	2326
Gene_001966	Random_chr_003	1041759	1042733	-	974	408
Gene_001967	Random_chr_003	1042889	1044233	-	1344	888
Gene_001968	Random_chr_003	1044235	1044854	-	619	8
Gene_001969	Random_chr_003	1045169	1047486	+	2317	71
Gene_001970	Random_chr_003	1047557	1049450	-	1893	635
Gene_001971	Random_chr_003	1049739	1050307	+	568	187
Gene_001972	Random_chr_003	1050309	1050951	+	642	515
Gene_001973	Random_chr_003	1051625	1051909	+	284	12
Gene_001974	Random_chr_003	1052644	1055204	+	2560	692
Gene_001975	Random_chr_003	1055260	1055781	-	521	1152
Gene_001976	Random_chr_003	1057436	1060687	+	3251	416
Gene_001977	Random_chr_003	1061281	1061745	-	464	63
Gene_001978	Random_chr_003	1061902	1063870	-	1968	792
Gene_001979	Random_chr_003	1065900	1067499	+	1599	12.33
Gene_001980	Random_chr_003	1067746	1069347	+	1601	0.33
Gene_001981	Random_chr_003	1069892	1070774	-	882	41
Gene_001982	Random_chr_003	1070929	1071339	+	410	89
Gene_001983	Random_chr_003	1071416	1072752	+	1336	4255
Gene_001984	Random_chr_003	1072754	1073784	-	1030	438
Gene_001985	Random_chr_003	1073950	1075078	-	1128	381
Gene_001986	Random_chr_003	1075295	1076054	-	759	4108
Gene_001987	Random_chr_003	1076264	1077857	-	1593	4
Gene_001988	Random_chr_003	1078706	1079430	-	724	137
Gene_001989	Random_chr_003	1079767	1081401	+	1634	1142
Gene_001990	Random_chr_003	1081423	1082356	-	933	1021
Gene_001991	Random_chr_003	1082456	1082692	-	236	34
Gene_001992	Random_chr_003	1083168	1084081	+	913	84
Gene_001993	Random_chr_003	1084569	1086169	-	1600	821
Gene_001994	Random_chr_003	1086655	1089505	+	2850	384
Gene_001995	Random_chr_003	1089552	1090399	-	847	564
Gene_001996	Random_chr_003	1091998	1092363	+	365	27
Gene_001997	Random_chr_003	1092880	1093245	-	365	32
Gene_001998	Random_chr_003	1093544	1094426	-	882	133
Gene_001999	Random_chr_003	1095546	1095878	-	332	220
Gene_002000	Random_chr_003	1097371	1098795	-	1424	14
Gene_002001	Random_chr_003	1099906	1100112	-	206	2
Gene_002002	Random_chr_003	1101225	1101890	+	665	1055
Gene_002003	Random_chr_003	1101892	1102667	+	775	840
Gene_002004	Random_chr_003	1103732	1109971	+	6239	4466
Gene_002005	Random_chr_003	1109973	1111735	-	1762	1393
Gene_002006	Random_chr_003	1112242	1114881	+	2639	991
Gene_002007	Random_chr_003	1114940	1115271	+	331	0
Gene_002008	Random_chr_003	1115381	1116394	-	1013	238
Gene_002009	Random_chr_003	1116649	1118287	+	1638	1749
Gene_002010	Random_chr_003	1118289	1118804	+	515	9536
Gene_002011	Random_chr_003	1118890	1119444	-	554	1
Gene_002012	Random_chr_003	1119619	1120779	+	1160	0
Gene_002013	Random_chr_003	1121381	1121722	+	341	2
Gene_002014	Random_chr_003	1121816	1122385	+	569	1
Gene_002015	Random_chr_003	1122662	1123021	+	359	2
Gene_002016	Random_chr_003	1123492	1124404	-	912	288
Gene_002017	Random_chr_003	1124505	1125293	-	788	31
Gene_002018	Random_chr_003	1125739	1127463	-	1724	1837
Gene_002019	Random_chr_003	1128734	1129647	+	913	570
Gene_002020	Random_chr_003	1129655	1132117	-	2462	607
Gene_002021	Random_chr_003	1132446	1133534	-	1088	1651
Gene_002022	Random_chr_003	1133799	1134299	+	500	74
Gene_002023	Random_chr_003	1134422	1135497	-	1075	10
Gene_002024	Random_chr_003	1135980	1136876	-	896	140
Gene_002025	Random_chr_003	1140046	1142331	-	2285	4
Gene_002026	Random_chr_003	1142637	1144525	+	1888	3
Gene_002027	Random_chr_003	1145892	1146205	+	313	37
Gene_002028	Random_chr_003	1146779	1148773	+	1994	423
Gene_002029	Random_chr_003	1148986	1150876	+	1890	1212
Gene_002030	Random_chr_003	1150878	1151432	+	554	232
Gene_002031	Random_chr_003	1151555	1152629	+	1074	347
Gene_002032	Random_chr_003	1152687	1153531	-	844	477
Gene_002033	Random_chr_003	1153753	1155223	+	1470	133
Gene_002034	Random_chr_003	1155488	1156184	-	696	209
Gene_002035	Random_chr_003	1156292	1156771	+	479	0
Gene_002036	Random_chr_003	1156799	1157667	-	868	808
Gene_002037	Random_chr_003	1157902	1158846	-	944	6
Gene_002038	Random_chr_003	1159363	1160385	-	1022	0
Gene_002039	Random_chr_003	1161066	1162536	+	1470	74.75
Gene_002040	Random_chr_003	1162974	1165916	+	2942	1699.67
Gene_002041	Random_chr_003	1166599	1167585	-	986	0
Gene_002042	Random_chr_003	1167932	1168144	-	212	164
Gene_002043	Random_chr_003	1168461	1172033	-	3572	16278
Gene_002044	Random_chr_003	1172452	1172853	+	401	150
Gene_002045	Random_chr_003	1173052	1173780	-	728	9162
Gene_002046	Random_chr_003	1174980	1176211	+	1231	7
Gene_002047	Random_chr_003	1176448	1177521	+	1073	87
Gene_002048	Random_chr_003	1177928	1180458	+	2530	16775
Gene_002049	Random_chr_003	1180554	1181069	+	515	66
Gene_002050	Random_chr_003	1181385	1183040	+	1655	783
Gene_002051	Random_chr_003	1183141	1190385	-	7244	2775
Gene_002052	Random_chr_003	1190680	1191463	-	783	377
Gene_002053	Random_chr_003	1192764	1194116	-	1352	440
Gene_002054	Random_chr_003	1196367	1197041	-	674	2
Gene_002055	Random_chr_003	1197352	1198697	+	1345	1142
Gene_002056	Random_chr_003	1198840	1199403	-	563	210
Gene_002057	Random_chr_003	1199408	1200708	-	1300	617
Gene_002058	Random_chr_003	1201015	1201947	-	932	138
Gene_002059	Random_chr_003	1202597	1204609	+	2012	537
Gene_002060	Random_chr_003	1204859	1206285	+	1426	12179
Gene_002061	Random_chr_003	1206487	1207519	+	1032	2460
Gene_002062	Random_chr_003	1207521	1210404	+	2883	1476
Gene_002063	Random_chr_003	1210706	1211857	+	1151	654
Gene_002064	Random_chr_003	1211881	1214895	-	3014	44
Gene_002065	Random_chr_003	1215081	1216669	-	1588	194
Gene_002066	Random_chr_003	1216671	1218379	-	1708	8345
Gene_002067	Random_chr_003	1218801	1219775	+	974	41
Gene_002068	Random_chr_003	1220014	1220690	+	676	235
Gene_002069	Random_chr_003	1220855	1223382	-	2527	4001
Gene_002070	Random_chr_003	1224421	1226241	-	1820	76
Gene_002071	Random_chr_003	1226550	1228151	+	1601	1178
Gene_002072	Random_chr_003	1228481	1230050	+	1569	483
Gene_002073	Random_chr_003	1230200	1231111	-	911	801
Gene_002074	Random_chr_003	1233313	1235181	-	1868	4
Gene_002075	Random_chr_003	1236320	1237409	+	1089	0
Gene_002076	Random_chr_003	1244726	1249421	-	4695	0
Gene_002077	Random_chr_004	2042	2749	-	707	0
Gene_002078	Random_chr_004	4371	6709	-	2338	58.2
Gene_002079	Random_chr_004	7721	8837	+	1116	0
Gene_002080	Random_chr_004	9094	10149	-	1055	267
Gene_002081	Random_chr_004	10469	11963	-	1494	229
Gene_002082	Random_chr_004	13837	14350	-	513	34
Gene_002083	Random_chr_004	15023	19138	-	4115	3
Gene_002084	Random_chr_004	19557	19895	+	338	15
Gene_002085	Random_chr_004	19957	20695	-	738	514
Gene_002086	Random_chr_004	21156	21694	+	538	940
Gene_002087	Random_chr_004	21788	22571	-	783	347
Gene_002088	Random_chr_004	22887	24403	-	1516	4612
Gene_002089	Random_chr_004	24954	25818	-	864	2011
Gene_002090	Random_chr_004	26268	27003	-	735	742
Gene_002091	Random_chr_004	27926	29069	-	1143	294
Gene_002092	Random_chr_004	29182	30060	+	878	89
Gene_002093	Random_chr_004	30109	30997	-	888	16
Gene_002094	Random_chr_004	31001	31988	-	987	887
Gene_002095	Random_chr_004	32218	37466	-	5248	6321
Gene_002096	Random_chr_004	37873	38571	+	698	287
Gene_002097	Random_chr_004	38641	40002	-	1361	1658
Gene_002098	Random_chr_004	40910	41890	+	980	128
Gene_002099	Random_chr_004	42794	44089	-	1295	790
Gene_002100	Random_chr_004	45790	49128	+	3338	1186
Gene_002101	Random_chr_004	49238	51155	-	1917	1
Gene_002102	Random_chr_004	52105	52885	-	780	8
Gene_002103	Random_chr_004	55309	55812	+	503	2
Gene_002104	Random_chr_004	56099	56407	-	308	1
Gene_002105	Random_chr_004	57171	60034	+	2863	6
Gene_002106	Random_chr_004	60143	60476	-	333	802
Gene_002107	Random_chr_004	60879	61782	-	903	537
Gene_002108	Random_chr_004	63436	66147	+	2711	625
Gene_002109	Random_chr_004	66209	67042	-	833	58
Gene_002110	Random_chr_004	67230	69208	-	1978	29
Gene_002111	Random_chr_004	69804	70974	+	1170	1216
Gene_002112	Random_chr_004	71115	72491	+	1376	93
Gene_002113	Random_chr_004	72734	73402	+	668	72
Gene_002114	Random_chr_004	73443	74162	-	719	561
Gene_002115	Random_chr_004	74164	74513	-	349	375
Gene_002116	Random_chr_004	75138	75842	-	704	206.33
Gene_002117	Random_chr_004	76267	76854	+	587	1388
Gene_002118	Random_chr_004	76927	79709	-	2782	521.33
Gene_002119	Random_chr_004	80444	81085	+	641	41
Gene_002120	Random_chr_004	81416	82117	+	701	22
Gene_002121	Random_chr_004	82415	83046	+	631	270.5
Gene_002122	Random_chr_004	84524	85725	+	1201	511
Gene_002123	Random_chr_004	85727	87766	+	2039	371
Gene_002124	Random_chr_004	87948	89290	+	1342	391
Gene_002125	Random_chr_004	89641	91435	+	1794	19
Gene_002126	Random_chr_004	91637	93370	+	1733	7999
Gene_002127	Random_chr_004	93453	94707	-	1254	907
Gene_002128	Random_chr_004	94709	96944	-	2235	212
Gene_002129	Random_chr_004	99146	99664	+	518	161
Gene_002130	Random_chr_004	99863	103532	+	3669	2576
Gene_002131	Random_chr_004	103791	105943	+	2152	36
Gene_002132	Random_chr_004	105945	107475	+	1530	46
Gene_002133	Random_chr_004	109321	110127	-	806	67
Gene_002134	Random_chr_004	110570	111218	+	648	228
Gene_002135	Random_chr_004	111220	111746	-	526	62
Gene_002136	Random_chr_004	111897	112812	+	915	532
Gene_002137	Random_chr_004	112927	114337	-	1410	582
Gene_002138	Random_chr_004	114555	115795	-	1240	724
Gene_002139	Random_chr_004	116080	118406	-	2326	3685
Gene_002140	Random_chr_004	118495	120016	+	1521	10551
Gene_002141	Random_chr_004	120848	121024	+	176	3
Gene_002142	Random_chr_004	122051	123164	+	1113	3805.5
Gene_002143	Random_chr_004	124093	126302	-	2209	2994
Gene_002144	Random_chr_004	126426	127287	+	861	77
Gene_002145	Random_chr_004	127921	129260	-	1339	80
Gene_002146	Random_chr_004	130530	133528	-	2998	1
Gene_002147	Random_chr_004	133607	134376	-	769	724
Gene_002148	Random_chr_004	134938	137006	+	2068	593
Gene_002149	Random_chr_004	137249	138155	+	906	4
Gene_002150	Random_chr_004	139926	140897	+	971	6
Gene_002151	Random_chr_004	144654	145571	+	917	504
Gene_002152	Random_chr_004	146928	147971	+	1043	360
Gene_002153	Random_chr_004	148280	148689	+	409	672
Gene_002154	Random_chr_004	149613	149903	+	290	31
Gene_002155	Random_chr_004	149999	151703	-	1704	1198
Gene_002156	Random_chr_004	151836	152687	+	851	455
Gene_002157	Random_chr_004	152690	155020	-	2330	1899
Gene_002158	Random_chr_004	155053	156168	+	1115	513
Gene_002159	Random_chr_004	156215	157618	+	1403	903
Gene_002160	Random_chr_004	157957	159431	+	1474	319
Gene_002161	Random_chr_004	160785	161077	+	292	39
Gene_002162	Random_chr_004	162043	162791	+	748	1468
Gene_002163	Random_chr_004	163968	164257	+	289	1
Gene_002164	Random_chr_004	165189	168735	+	3546	826
Gene_002165	Random_chr_004	168953	170896	+	1943	1086
Gene_002166	Random_chr_004	170898	171512	+	614	4
Gene_002167	Random_chr_004	171649	173652	+	2003	175
Gene_002168	Random_chr_004	173812	175173	+	1361	151
Gene_002169	Random_chr_004	175252	176562	-	1310	615
Gene_002170	Random_chr_004	177016	180701	+	3685	987
Gene_002171	Random_chr_004	182309	185355	+	3046	1130
Gene_002172	Random_chr_004	185504	186449	+	945	119
Gene_002173	Random_chr_004	186451	186672	+	221	16
Gene_002174	Random_chr_004	186785	188672	+	1887	5
Gene_002175	Random_chr_004	189308	191549	-	2241	2549
Gene_002176	Random_chr_004	193069	194436	+	1367	682
Gene_002177	Random_chr_004	194713	196568	+	1855	443
Gene_002178	Random_chr_004	196920	197528	+	608	2120
Gene_002179	Random_chr_004	200313	200981	+	668	873
Gene_002180	Random_chr_004	201526	201819	+	293	104
Gene_002181	Random_chr_004	202688	204484	-	1796	209
Gene_002182	Random_chr_004	205101	205397	+	296	143
Gene_002183	Random_chr_004	205674	206078	-	404	1
Gene_002184	Random_chr_004	207492	207829	-	337	16
Gene_002185	Random_chr_004	207831	208114	-	283	8
Gene_002186	Random_chr_004	208116	208955	-	839	54
Gene_002187	Random_chr_004	209722	213081	+	3359	982
Gene_002188	Random_chr_004	213507	215892	+	2385	1396
Gene_002189	Random_chr_004	216042	217531	+	1489	1092
Gene_002190	Random_chr_004	217534	219453	-	1919	9171
Gene_002191	Random_chr_004	219691	220401	-	710	25
Gene_002192	Random_chr_004	220825	221628	+	803	73
Gene_002193	Random_chr_004	222359	222764	-	405	12
Gene_002194	Random_chr_004	223291	223569	-	278	3
Gene_002195	Random_chr_004	224039	225523	+	1484	5
Gene_002196	Random_chr_004	225749	226882	-	1133	63
Gene_002197	Random_chr_004	227086	227781	+	695	895
Gene_002198	Random_chr_004	227853	229156	-	1303	586
Gene_002199	Random_chr_004	229366	230853	+	1487	454
Gene_002200	Random_chr_004	230923	231345	-	422	54
Gene_002201	Random_chr_004	231543	232492	+	949	377
Gene_002202	Random_chr_004	232691	234034	-	1343	2915
Gene_002203	Random_chr_004	234444	236639	+	2195	1024
Gene_002204	Random_chr_004	236930	237636	-	706	594
Gene_002205	Random_chr_004	237872	239417	+	1545	265
Gene_002206	Random_chr_004	239746	240159	+	413	1
Gene_002207	Random_chr_004	240447	241895	-	1448	5
Gene_002208	Random_chr_004	244358	245694	+	1336	1316
Gene_002209	Random_chr_004	246443	246865	+	422	5
Gene_002210	Random_chr_004	247201	247713	+	512	169
Gene_002211	Random_chr_004	247798	248196	-	398	6
Gene_002212	Random_chr_004	248402	248629	-	227	30
Gene_002213	Random_chr_004	249207	249605	-	398	37
Gene_002214	Random_chr_004	249882	250827	-	945	6860
Gene_002215	Random_chr_004	251917	252569	+	652	78
Gene_002216	Random_chr_004	253867	255309	-	1442	141.83
Gene_002217	Random_chr_004	256342	256506	-	164	0
Gene_002218	Random_chr_004	256818	258190	+	1372	867
Gene_002219	Random_chr_004	258192	258905	+	713	416
Gene_002220	Random_chr_004	259660	261158	-	1498	1070
Gene_002221	Random_chr_004	261275	262073	+	798	0
Gene_002222	Random_chr_004	262189	263817	-	1628	1
Gene_002223	Random_chr_004	264152	265494	-	1342	549
Gene_002224	Random_chr_004	265746	266525	-	779	0
Gene_002225	Random_chr_004	266749	268310	-	1561	353
Gene_002226	Random_chr_004	268724	271006	+	2282	301
Gene_002227	Random_chr_004	271273	271909	-	636	230
Gene_002228	Random_chr_004	273769	275333	+	1564	464
Gene_002229	Random_chr_004	275462	276410	+	948	451
Gene_002230	Random_chr_004	276599	279150	+	2551	2
Gene_002231	Random_chr_004	279382	281373	+	1991	3826
Gene_002232	Random_chr_004	281426	285669	-	4243	4
Gene_002233	Random_chr_004	285817	286557	-	740	5
Gene_002234	Random_chr_004	288255	288517	+	262	0
Gene_002235	Random_chr_004	289247	290080	-	833	20
Gene_002236	Random_chr_004	291782	292190	-	408	172
Gene_002237	Random_chr_004	292746	294101	+	1355	16
Gene_002238	Random_chr_004	295775	296236	-	461	93
Gene_002239	Random_chr_004	297837	298745	-	908	0
Gene_002240	Random_chr_004	300818	301576	+	758	24.25
Gene_002241	Random_chr_004	302104	303995	+	1891	139
Gene_002242	Random_chr_004	306875	307042	-	167	88
Gene_002243	Random_chr_004	308457	309233	-	776	13
Gene_002244	Random_chr_004	309690	311463	+	1773	161
Gene_002245	Random_chr_004	311623	313646	+	2023	5015
Gene_002246	Random_chr_004	314109	314738	+	629	56
Gene_002247	Random_chr_004	314853	315997	-	1144	2078
Gene_002248	Random_chr_004	316257	318055	+	1798	1364
Gene_002249	Random_chr_004	318353	318437	+	84	0
Gene_002250	Random_chr_004	318778	318862	-	84	0
Gene_002251	Random_chr_004	319285	321332	-	2047	277
Gene_002252	Random_chr_004	321395	323434	-	2039	2079
Gene_002253	Random_chr_004	323957	324484	+	527	22
Gene_002254	Random_chr_004	324612	325727	-	1115	832
Gene_002255	Random_chr_004	325943	327539	-	1596	919
Gene_002256	Random_chr_004	327851	328363	-	512	235
Gene_002257	Random_chr_004	329741	330100	+	359	411
Gene_002258	Random_chr_004	330248	332443	-	2195	1364
Gene_002259	Random_chr_004	333160	333868	+	708	18
Gene_002260	Random_chr_004	334004	336260	-	2256	882
Gene_002261	Random_chr_004	336675	338104	+	1429	1586
Gene_002262	Random_chr_004	338107	339147	-	1040	1043
Gene_002263	Random_chr_004	339299	340301	-	1002	4095
Gene_002264	Random_chr_004	340532	341503	-	971	2
Gene_002265	Random_chr_004	342067	342841	+	774	325
Gene_002266	Random_chr_004	342958	344016	-	1058	8
Gene_002267	Random_chr_004	344260	347911	+	3651	838
Gene_002268	Random_chr_004	347913	348560	-	647	2678
Gene_002269	Random_chr_004	349044	349468	-	424	1079
Gene_002270	Random_chr_004	350235	351330	-	1095	882
Gene_002271	Random_chr_004	351885	352283	+	398	33
Gene_002272	Random_chr_004	352461	353747	+	1286	229
Gene_002273	Random_chr_004	354070	355473	-	1403	0
Gene_002274	Random_chr_004	355880	357271	-	1391	27
Gene_002275	Random_chr_004	357544	358443	+	899	124
Gene_002276	Random_chr_004	358554	362035	+	3481	641
Gene_002277	Random_chr_004	362166	363682	-	1516	1857
Gene_002278	Random_chr_004	363978	365909	+	1931	1840
Gene_002279	Random_chr_004	365970	368984	-	3014	3059
Gene_002280	Random_chr_004	368987	371942	-	2955	5194
Gene_002281	Random_chr_004	372039	373238	-	1199	535
Gene_002282	Random_chr_004	373805	375343	-	1538	762
Gene_002283	Random_chr_004	376964	378678	+	1714	20
Gene_002284	Random_chr_004	378930	380900	+	1970	2358
Gene_002285	Random_chr_004	381451	383481	-	2030	1985
Gene_002286	Random_chr_004	383880	385942	+	2062	1905
Gene_002287	Random_chr_004	386286	387749	+	1463	0
Gene_002288	Random_chr_004	388367	391854	+	3487	438
Gene_002289	Random_chr_004	392195	393581	-	1386	1236
Gene_002290	Random_chr_004	393901	394965	-	1064	733
Gene_002291	Random_chr_004	395300	395695	-	395	31
Gene_002292	Random_chr_004	395763	398496	-	2733	275
Gene_002293	Random_chr_004	398591	399869	-	1278	426
